customer_id,frecuencia,gasto_total,cluster,segmento_ml
2481,1,1695.69,0,Bronze (Casuales)
2483,1,3122.88,0,Bronze (Casuales)
2489,3,8086.48,2,Platinum (VIP)
2492,1,3899.36,0,Bronze (Casuales)
2493,1,1652.53,0,Bronze (Casuales)
2494,4,9254.95,2,Platinum (VIP)
2496,1,1403.29,0,Bronze (Casuales)
2497,1,4530.55,3,Gold (High Ticket)
2499,1,4733.95,3,Gold (High Ticket)
2501,1,3971.22,0,Bronze (Casuales)
2502,1,1001.8799999999999,0,Bronze (Casuales)
2503,1,2327.76,0,Bronze (Casuales)
2506,2,2185.17,1,Silver (Leales)
2512,1,3326.04,0,Bronze (Casuales)
2514,1,2614.8,0,Bronze (Casuales)
2519,1,3500.13,0,Bronze (Casuales)
2522,1,3368.24,0,Bronze (Casuales)
2523,1,1618.96,0,Bronze (Casuales)
2524,3,12441.100000000002,2,Platinum (VIP)
2525,2,8424.98,2,Platinum (VIP)
2526,2,3678.1,1,Silver (Leales)
2527,2,4109.43,1,Silver (Leales)
2528,1,5349.15,3,Gold (High Ticket)
2529,1,522.47,0,Bronze (Casuales)
2530,2,12180.689999999999,2,Platinum (VIP)
2531,2,2087.66,1,Silver (Leales)
2535,1,2331.12,0,Bronze (Casuales)
2539,1,2727.08,0,Bronze (Casuales)
2545,1,2082.6,0,Bronze (Casuales)
2548,1,3827.7000000000003,0,Bronze (Casuales)
2551,1,2150.7,0,Bronze (Casuales)
2556,1,1482.76,0,Bronze (Casuales)
2557,1,1797.66,0,Bronze (Casuales)
2559,1,820.74,0,Bronze (Casuales)
2560,2,1630.15,1,Silver (Leales)
2562,2,6440.92,1,Silver (Leales)
2565,2,10129.83,2,Platinum (VIP)
2571,1,4454.67,3,Gold (High Ticket)
2572,1,7924.56,3,Gold (High Ticket)
2577,3,5227.42,1,Silver (Leales)
2578,1,1066.03,0,Bronze (Casuales)
2582,1,2960.2,0,Bronze (Casuales)
2584,3,11121.02,2,Platinum (VIP)
2586,1,2637.2000000000003,0,Bronze (Casuales)
2588,1,9825.599999999999,3,Gold (High Ticket)
2589,1,2127.05,0,Bronze (Casuales)
2591,2,2487.23,1,Silver (Leales)
2592,1,3026.38,0,Bronze (Casuales)
2596,1,1851.29,0,Bronze (Casuales)
2599,2,8237.400000000001,1,Silver (Leales)
2600,2,4438.18,1,Silver (Leales)
2604,1,9160.449999999999,3,Gold (High Ticket)
2608,1,3932.76,0,Bronze (Casuales)
2609,1,4493.72,3,Gold (High Ticket)
2612,2,8521.470000000001,2,Platinum (VIP)
2615,2,14158.73,2,Platinum (VIP)
2617,1,7887.200000000001,3,Gold (High Ticket)
2621,1,2563.05,0,Bronze (Casuales)
2622,1,2233.83,0,Bronze (Casuales)
2623,1,250.59,0,Bronze (Casuales)
2624,1,494.73,0,Bronze (Casuales)
2625,1,1107.51,0,Bronze (Casuales)
2627,1,8997.949999999999,3,Gold (High Ticket)
2631,1,4599.450000000001,3,Gold (High Ticket)
2633,1,1522.31,0,Bronze (Casuales)
2635,1,167.66,0,Bronze (Casuales)
2636,1,1068.34,0,Bronze (Casuales)
2638,1,362.84,0,Bronze (Casuales)
2639,1,5026.8,3,Gold (High Ticket)
2640,1,6083.64,3,Gold (High Ticket)
2641,2,7152.4,1,Silver (Leales)
2642,1,5858.46,3,Gold (High Ticket)
2644,1,1166.69,0,Bronze (Casuales)
2646,2,7583.16,1,Silver (Leales)
2647,2,5770.33,1,Silver (Leales)
2650,1,865.56,0,Bronze (Casuales)
2653,1,7277.72,3,Gold (High Ticket)
2654,3,18614.2,2,Platinum (VIP)
2655,1,1147.8,0,Bronze (Casuales)
2657,1,4193.24,3,Gold (High Ticket)
2658,1,7214.8,3,Gold (High Ticket)
2659,2,3913.0199999999995,1,Silver (Leales)
2661,1,925.74,0,Bronze (Casuales)
2667,1,6576.05,3,Gold (High Ticket)
2669,2,14722.279999999999,2,Platinum (VIP)
2674,2,10245.22,2,Platinum (VIP)
2675,1,6037.64,3,Gold (High Ticket)
2676,1,1038.8,0,Bronze (Casuales)
2677,1,2161.26,0,Bronze (Casuales)
2678,1,2382.5,0,Bronze (Casuales)
2679,2,12080.25,2,Platinum (VIP)
2680,3,18447.89,2,Platinum (VIP)
2681,1,2894.26,0,Bronze (Casuales)
2682,1,1262.38,0,Bronze (Casuales)
2684,2,3323.67,1,Silver (Leales)
2685,1,4572.92,3,Gold (High Ticket)
2687,1,391.55,0,Bronze (Casuales)
2690,1,993.11,0,Bronze (Casuales)
2691,1,5963.32,3,Gold (High Ticket)
2692,1,683.49,0,Bronze (Casuales)
2695,1,5968.84,3,Gold (High Ticket)
2696,1,2528.67,0,Bronze (Casuales)
2697,2,3491.7400000000002,1,Silver (Leales)
2698,1,2309.12,0,Bronze (Casuales)
2699,1,4135.48,3,Gold (High Ticket)
2702,2,9902.39,2,Platinum (VIP)
2703,1,1965.1,0,Bronze (Casuales)
2705,2,2533.43,1,Silver (Leales)
2712,1,548.64,0,Bronze (Casuales)
2713,1,5862.88,3,Gold (High Ticket)
2715,1,4091.19,3,Gold (High Ticket)
2718,1,2346.6,0,Bronze (Casuales)
2728,1,1631.66,0,Bronze (Casuales)
2729,1,2389.6,0,Bronze (Casuales)
2730,1,1104.06,0,Bronze (Casuales)
2731,1,407.16,0,Bronze (Casuales)
2734,1,987.08,0,Bronze (Casuales)
2735,1,516.48,0,Bronze (Casuales)
2738,1,5332.5599999999995,3,Gold (High Ticket)
2739,1,766.89,0,Bronze (Casuales)
2741,2,3725.05,1,Silver (Leales)
2743,1,1434.18,0,Bronze (Casuales)
2744,2,9730.29,2,Platinum (VIP)
2745,1,6488.85,3,Gold (High Ticket)
2746,2,4356.02,1,Silver (Leales)
2747,2,2821.0499999999997,1,Silver (Leales)
2752,2,1248.96,1,Silver (Leales)
2753,3,10261.04,2,Platinum (VIP)
2758,1,1856.88,0,Bronze (Casuales)
2759,1,783.68,0,Bronze (Casuales)
2761,1,2702.46,0,Bronze (Casuales)
2765,1,7998.56,3,Gold (High Ticket)
2768,1,4945.68,3,Gold (High Ticket)
2770,1,7043.28,3,Gold (High Ticket)
2771,4,10019.69,2,Platinum (VIP)
2773,1,1122.84,0,Bronze (Casuales)
2775,1,2099.55,0,Bronze (Casuales)
2776,1,554.61,0,Bronze (Casuales)
2778,1,110.42,0,Bronze (Casuales)
2783,1,1410.84,0,Bronze (Casuales)
2785,1,2942.86,0,Bronze (Casuales)
2786,1,6678.65,3,Gold (High Ticket)
2789,1,1857.64,0,Bronze (Casuales)
2790,1,2991.36,0,Bronze (Casuales)
2791,2,13742.71,2,Platinum (VIP)
2795,1,6235.4,3,Gold (High Ticket)
2796,1,648.7,0,Bronze (Casuales)
2800,1,2849.58,0,Bronze (Casuales)
2801,1,3556.05,0,Bronze (Casuales)
2808,1,2886.18,0,Bronze (Casuales)
2809,2,13012.15,2,Platinum (VIP)
2816,2,8005.87,1,Silver (Leales)
2817,1,7255.92,3,Gold (High Ticket)
2821,1,2957.78,0,Bronze (Casuales)
2824,1,565.38,0,Bronze (Casuales)
2827,1,750.68,0,Bronze (Casuales)
2832,2,5863.73,1,Silver (Leales)
2838,1,3287.3999999999996,0,Bronze (Casuales)
2843,1,3708.2,0,Bronze (Casuales)
2845,1,6107.2,3,Gold (High Ticket)
2847,1,160.14,0,Bronze (Casuales)
2848,1,2803.84,0,Bronze (Casuales)
2850,2,11815.42,2,Platinum (VIP)
2852,1,1505.29,0,Bronze (Casuales)
2854,1,3551.18,0,Bronze (Casuales)
2856,1,9397.050000000001,3,Gold (High Ticket)
2857,1,5228.61,3,Gold (High Ticket)
2858,2,6199.36,1,Silver (Leales)
2862,1,3463.12,0,Bronze (Casuales)
2864,1,3586.44,0,Bronze (Casuales)
2865,2,3359.86,1,Silver (Leales)
2867,2,1440.25,1,Silver (Leales)
2868,2,7616.2300000000005,1,Silver (Leales)
2869,1,2073.52,0,Bronze (Casuales)
2871,2,11852.759999999998,2,Platinum (VIP)
2874,2,5363.92,1,Silver (Leales)
2876,2,1396.3600000000001,1,Silver (Leales)
2877,1,2926.75,0,Bronze (Casuales)
2879,1,609.24,0,Bronze (Casuales)
2880,1,210.55,0,Bronze (Casuales)
2882,1,4056.4500000000003,3,Gold (High Ticket)
2885,1,3435.1499999999996,0,Bronze (Casuales)
2886,1,8540.800000000001,3,Gold (High Ticket)
2887,1,1152.67,0,Bronze (Casuales)
2889,2,4983.27,1,Silver (Leales)
2890,1,3095.2200000000003,0,Bronze (Casuales)
2891,1,5319.03,3,Gold (High Ticket)
2892,1,6426.0,3,Gold (High Ticket)
2894,1,6172.150000000001,3,Gold (High Ticket)
2897,1,813.72,0,Bronze (Casuales)
2898,1,2176.32,0,Bronze (Casuales)
2899,1,322.12,0,Bronze (Casuales)
2900,1,1518.64,0,Bronze (Casuales)
2901,1,456.14,0,Bronze (Casuales)
2902,1,2130.64,0,Bronze (Casuales)
2904,2,14542.62,2,Platinum (VIP)
2911,1,2665.77,0,Bronze (Casuales)
2916,1,2884.5299999999997,0,Bronze (Casuales)
2917,1,856.02,0,Bronze (Casuales)
2922,1,4660.2,3,Gold (High Ticket)
2923,2,6636.44,1,Silver (Leales)
2924,1,1848.04,0,Bronze (Casuales)
2925,1,448.08000000000004,0,Bronze (Casuales)
2928,1,6342.92,3,Gold (High Ticket)
2929,2,3338.7400000000002,1,Silver (Leales)
2930,1,995.73,0,Bronze (Casuales)
2931,1,1226.84,0,Bronze (Casuales)
2934,1,1981.2,0,Bronze (Casuales)
2936,1,5484.6,3,Gold (High Ticket)
2938,2,6113.860000000001,1,Silver (Leales)
2940,1,761.0999999999999,0,Bronze (Casuales)
2943,1,8227.3,3,Gold (High Ticket)
2944,1,1536.3,0,Bronze (Casuales)
2946,1,1070.74,0,Bronze (Casuales)
2951,1,427.84999999999997,0,Bronze (Casuales)
2955,1,828.9,0,Bronze (Casuales)
2956,2,7195.44,1,Silver (Leales)
2958,1,4578.7,3,Gold (High Ticket)
2960,1,5213.1900000000005,3,Gold (High Ticket)
2963,1,2996.86,0,Bronze (Casuales)
2964,3,3657.24,1,Silver (Leales)
2965,1,4318.0,3,Gold (High Ticket)
2970,1,2081.25,0,Bronze (Casuales)
2972,1,608.5,0,Bronze (Casuales)
2975,1,3599.84,0,Bronze (Casuales)
2976,1,6836.48,3,Gold (High Ticket)
2978,2,4581.36,1,Silver (Leales)
2982,1,660.72,0,Bronze (Casuales)
2983,1,1545.68,0,Bronze (Casuales)
2986,1,5322.8,3,Gold (High Ticket)
2988,2,3722.7,1,Silver (Leales)
2989,2,2336.51,1,Silver (Leales)
2996,2,3261.13,1,Silver (Leales)
2998,1,5016.93,3,Gold (High Ticket)
3001,2,1401.81,1,Silver (Leales)
3002,1,1692.77,0,Bronze (Casuales)
3007,2,6440.63,1,Silver (Leales)
3009,1,1943.79,0,Bronze (Casuales)
3017,2,6833.469999999999,1,Silver (Leales)
3018,1,4482.44,3,Gold (High Ticket)
3019,1,8066.65,3,Gold (High Ticket)
3024,2,4428.06,1,Silver (Leales)
3029,1,1035.11,0,Bronze (Casuales)
3034,1,3149.18,0,Bronze (Casuales)
3035,1,6248.12,3,Gold (High Ticket)
3037,1,466.76,0,Bronze (Casuales)
3039,1,575.24,0,Bronze (Casuales)
3041,1,9165.15,3,Gold (High Ticket)
3042,1,825.4499999999999,0,Bronze (Casuales)
3045,1,4353.24,3,Gold (High Ticket)
3048,2,5336.32,1,Silver (Leales)
3050,1,206.54,0,Bronze (Casuales)
3053,1,3990.26,0,Bronze (Casuales)
3060,1,1341.96,0,Bronze (Casuales)
3061,1,3057.45,0,Bronze (Casuales)
3063,1,2732.9700000000003,0,Bronze (Casuales)
3067,2,4663.62,1,Silver (Leales)
3068,4,7322.91,2,Platinum (VIP)
3071,1,326.05,0,Bronze (Casuales)
3073,1,3525.56,0,Bronze (Casuales)
3076,1,2599.72,0,Bronze (Casuales)
3078,1,3338.78,0,Bronze (Casuales)
3079,1,3943.7999999999997,0,Bronze (Casuales)
3085,1,155.22,0,Bronze (Casuales)
3086,2,3019.2200000000003,1,Silver (Leales)
3088,1,253.4,0,Bronze (Casuales)
3091,1,597.11,0,Bronze (Casuales)
3093,1,3972.4500000000003,0,Bronze (Casuales)
3095,1,6289.88,3,Gold (High Ticket)
3096,1,805.22,0,Bronze (Casuales)
3100,1,5284.92,3,Gold (High Ticket)
3101,1,8685.2,3,Gold (High Ticket)
3102,1,1894.12,0,Bronze (Casuales)
3103,2,1360.78,1,Silver (Leales)
3108,1,9514.3,3,Gold (High Ticket)
3110,1,5288.65,3,Gold (High Ticket)
3112,2,5898.1900000000005,1,Silver (Leales)
3114,1,211.55,0,Bronze (Casuales)
3116,1,3017.16,0,Bronze (Casuales)
3120,1,1686.66,0,Bronze (Casuales)
3126,2,5363.24,1,Silver (Leales)
3129,1,1192.8,0,Bronze (Casuales)
3131,2,3973.84,1,Silver (Leales)
3135,1,1398.8,0,Bronze (Casuales)
3137,1,3524.86,0,Bronze (Casuales)
3139,1,5843.88,3,Gold (High Ticket)
3140,1,2569.68,0,Bronze (Casuales)
3141,2,8745.43,2,Platinum (VIP)
3142,1,1289.73,0,Bronze (Casuales)
3143,1,4151.24,3,Gold (High Ticket)
3144,1,1349.43,0,Bronze (Casuales)
3146,1,5835.9,3,Gold (High Ticket)
3147,1,1706.22,0,Bronze (Casuales)
3148,1,5684.79,3,Gold (High Ticket)
3149,1,3813.2,0,Bronze (Casuales)
3150,1,1693.93,0,Bronze (Casuales)
3153,1,1074.42,0,Bronze (Casuales)
3159,1,3073.95,0,Bronze (Casuales)
3161,2,6670.959999999999,1,Silver (Leales)
3162,1,2130.9,0,Bronze (Casuales)
3165,2,5136.24,1,Silver (Leales)
3166,1,974.04,0,Bronze (Casuales)
3167,2,2799.52,1,Silver (Leales)
3170,2,4848.32,1,Silver (Leales)
3171,1,1360.79,0,Bronze (Casuales)
3173,1,1612.83,0,Bronze (Casuales)
3174,2,6818.58,1,Silver (Leales)
3178,1,234.48,0,Bronze (Casuales)
3181,1,1900.01,0,Bronze (Casuales)
3184,1,5634.72,3,Gold (High Ticket)
3185,2,4310.2699999999995,1,Silver (Leales)
3187,1,1721.06,0,Bronze (Casuales)
3188,1,3215.44,0,Bronze (Casuales)
3192,1,2480.79,0,Bronze (Casuales)
3193,2,3324.29,1,Silver (Leales)
3194,2,1963.74,1,Silver (Leales)
3196,1,666.21,0,Bronze (Casuales)
3198,1,5523.7,3,Gold (High Ticket)
3200,2,3967.68,1,Silver (Leales)
3201,1,1855.68,0,Bronze (Casuales)
3203,1,7377.04,3,Gold (High Ticket)
3205,1,2991.54,0,Bronze (Casuales)
3207,2,4963.42,1,Silver (Leales)
3209,1,1557.48,0,Bronze (Casuales)
3213,1,3233.4,0,Bronze (Casuales)
3218,1,1294.04,0,Bronze (Casuales)
3219,1,6619.12,3,Gold (High Ticket)
3221,1,236.16,0,Bronze (Casuales)
3222,2,10748.939999999999,2,Platinum (VIP)
3223,2,2894.44,1,Silver (Leales)
3230,2,2134.16,1,Silver (Leales)
3233,1,9334.400000000001,3,Gold (High Ticket)
3234,1,2937.22,0,Bronze (Casuales)
3235,1,748.11,0,Bronze (Casuales)
3236,2,413.36,1,Silver (Leales)
3238,1,1886.4,0,Bronze (Casuales)
3240,1,985.05,0,Bronze (Casuales)
3245,1,3067.36,0,Bronze (Casuales)
3246,1,336.8,0,Bronze (Casuales)
3247,1,4144.65,3,Gold (High Ticket)
3248,3,15286.760000000002,2,Platinum (VIP)
3249,1,9930.3,3,Gold (High Ticket)
3250,1,3795.68,0,Bronze (Casuales)
3252,2,1677.1399999999999,1,Silver (Leales)
3253,1,1923.99,0,Bronze (Casuales)
3254,1,748.62,0,Bronze (Casuales)
3255,1,2989.44,0,Bronze (Casuales)
3258,1,4762.53,3,Gold (High Ticket)
3262,2,5532.280000000001,1,Silver (Leales)
3263,1,3018.04,0,Bronze (Casuales)
3266,1,1262.8,0,Bronze (Casuales)
3267,3,12547.47,2,Platinum (VIP)
3273,1,2615.2,0,Bronze (Casuales)
3274,1,3900.68,0,Bronze (Casuales)
3275,1,163.36,0,Bronze (Casuales)
3276,1,2588.19,0,Bronze (Casuales)
3280,1,1149.84,0,Bronze (Casuales)
3281,1,5425.9800000000005,3,Gold (High Ticket)
3286,1,5861.52,3,Gold (High Ticket)
3287,1,6470.36,3,Gold (High Ticket)
3290,4,10883.13,2,Platinum (VIP)
3292,2,8979.24,2,Platinum (VIP)
3293,3,5186.17,1,Silver (Leales)
3295,1,992.69,0,Bronze (Casuales)
3296,1,2325.86,0,Bronze (Casuales)
3298,1,3704.9,0,Bronze (Casuales)
3299,1,1767.46,0,Bronze (Casuales)
3301,1,863.54,0,Bronze (Casuales)
3303,1,2210.73,0,Bronze (Casuales)
3304,1,5499.2,3,Gold (High Ticket)
3306,1,4366.64,3,Gold (High Ticket)
3308,1,1880.97,0,Bronze (Casuales)
3316,2,4230.4,1,Silver (Leales)
3317,1,7838.400000000001,3,Gold (High Ticket)
3320,1,7204.64,3,Gold (High Ticket)
3321,1,1309.59,0,Bronze (Casuales)
3324,1,1143.3899999999999,0,Bronze (Casuales)
3328,1,7353.16,3,Gold (High Ticket)
3329,1,1166.73,0,Bronze (Casuales)
3330,1,822.1800000000001,0,Bronze (Casuales)
3332,1,3445.56,0,Bronze (Casuales)
3333,1,1383.17,0,Bronze (Casuales)
3338,1,7989.450000000001,3,Gold (High Ticket)
3339,1,1865.29,0,Bronze (Casuales)
3340,2,10855.41,2,Platinum (VIP)
3344,1,2499.04,0,Bronze (Casuales)
3346,1,2111.04,0,Bronze (Casuales)
3347,2,1415.69,1,Silver (Leales)
3352,1,5693.55,3,Gold (High Ticket)
3353,1,290.05,0,Bronze (Casuales)
3356,1,2459.7,0,Bronze (Casuales)
3360,1,848.53,0,Bronze (Casuales)
3361,1,2940.9500000000003,0,Bronze (Casuales)
3362,1,888.56,0,Bronze (Casuales)
3363,1,4254.65,3,Gold (High Ticket)
3365,1,1439.66,0,Bronze (Casuales)
3369,1,5608.450000000001,3,Gold (High Ticket)
3370,1,7422.28,3,Gold (High Ticket)
3373,1,832.49,0,Bronze (Casuales)
3381,2,804.36,1,Silver (Leales)
3385,1,5639.16,3,Gold (High Ticket)
3389,1,1827.38,0,Bronze (Casuales)
3390,2,12411.320000000002,2,Platinum (VIP)
3392,1,8975.800000000001,3,Gold (High Ticket)
3393,1,264.27,0,Bronze (Casuales)
3395,1,129.76,0,Bronze (Casuales)
3396,1,5830.92,3,Gold (High Ticket)
3399,3,15988.68,2,Platinum (VIP)
3406,1,1105.92,0,Bronze (Casuales)
3414,2,5607.85,1,Silver (Leales)
3415,1,3147.4800000000005,0,Bronze (Casuales)
3417,2,6256.08,1,Silver (Leales)
3419,1,1412.5,0,Bronze (Casuales)
3420,1,1741.91,0,Bronze (Casuales)
3421,1,1349.28,0,Bronze (Casuales)
3422,1,900.55,0,Bronze (Casuales)
3426,1,3868.04,0,Bronze (Casuales)
3428,1,92.33,0,Bronze (Casuales)
3430,2,3586.38,1,Silver (Leales)
3434,1,4527.05,3,Gold (High Ticket)
3435,3,8288.810000000001,2,Platinum (VIP)
3439,1,4885.83,3,Gold (High Ticket)
3440,1,9596.1,3,Gold (High Ticket)
3441,1,9335.95,3,Gold (High Ticket)
3442,1,3565.02,0,Bronze (Casuales)
3443,1,2343.33,0,Bronze (Casuales)
3444,2,7166.0,1,Silver (Leales)
3449,1,562.14,0,Bronze (Casuales)
3450,2,11719.89,2,Platinum (VIP)
3451,1,4953.99,3,Gold (High Ticket)
3455,1,687.94,0,Bronze (Casuales)
3456,1,5177.79,3,Gold (High Ticket)
3458,1,5945.349999999999,3,Gold (High Ticket)
3461,1,3432.8999999999996,0,Bronze (Casuales)
3463,1,6718.25,3,Gold (High Ticket)
3466,1,4965.51,3,Gold (High Ticket)
3468,1,830.4300000000001,0,Bronze (Casuales)
3469,1,3645.7200000000003,0,Bronze (Casuales)
3470,1,1739.45,0,Bronze (Casuales)
3471,2,9544.960000000001,2,Platinum (VIP)
3473,1,1247.01,0,Bronze (Casuales)
3474,1,4064.96,3,Gold (High Ticket)
3476,1,6247.88,3,Gold (High Ticket)
3480,1,4172.04,3,Gold (High Ticket)
3481,1,3047.0499999999997,0,Bronze (Casuales)
3485,1,5514.42,3,Gold (High Ticket)
3492,2,8595.26,2,Platinum (VIP)
3496,2,4339.14,1,Silver (Leales)
3497,1,1400.71,0,Bronze (Casuales)
3500,1,2426.72,0,Bronze (Casuales)
3501,1,2590.8999999999996,0,Bronze (Casuales)
3503,1,3314.16,0,Bronze (Casuales)
3504,3,3145.22,1,Silver (Leales)
3506,1,5644.450000000001,3,Gold (High Ticket)
3507,1,605.48,0,Bronze (Casuales)
3508,1,6100.05,3,Gold (High Ticket)
3509,1,1080.0,0,Bronze (Casuales)
3513,1,898.41,0,Bronze (Casuales)
3516,1,1979.9,0,Bronze (Casuales)
3518,1,5881.41,3,Gold (High Ticket)
3519,1,1499.4,0,Bronze (Casuales)
3521,1,8957.55,3,Gold (High Ticket)
3522,1,4694.64,3,Gold (High Ticket)
3525,2,4821.870000000001,1,Silver (Leales)
3526,2,6521.48,1,Silver (Leales)
3527,2,721.76,1,Silver (Leales)
3529,1,2813.46,0,Bronze (Casuales)
3531,1,1262.57,0,Bronze (Casuales)
3532,1,1643.8200000000002,0,Bronze (Casuales)
3535,2,2142.45,1,Silver (Leales)
3536,2,15247.869999999999,2,Platinum (VIP)
3538,1,8646.15,3,Gold (High Ticket)
3539,2,9064.15,2,Platinum (VIP)
3541,1,7659.55,3,Gold (High Ticket)
3544,1,811.53,0,Bronze (Casuales)
3545,1,2761.4700000000003,0,Bronze (Casuales)
3546,2,10017.81,2,Platinum (VIP)
3547,1,5519.7300000000005,3,Gold (High Ticket)
3549,1,3470.24,0,Bronze (Casuales)
3551,1,3834.5,0,Bronze (Casuales)
3555,1,1187.38,0,Bronze (Casuales)
3561,1,1801.64,0,Bronze (Casuales)
3564,1,2183.44,0,Bronze (Casuales)
3571,1,2449.04,0,Bronze (Casuales)
3573,2,17813.46,2,Platinum (VIP)
3577,1,1362.85,0,Bronze (Casuales)
3578,2,1708.24,1,Silver (Leales)
3579,3,8991.07,2,Platinum (VIP)
3580,2,1514.4,1,Silver (Leales)
3582,1,785.38,0,Bronze (Casuales)
3583,1,5316.450000000001,3,Gold (High Ticket)
3584,1,9731.55,3,Gold (High Ticket)
3587,1,4111.5,3,Gold (High Ticket)
3588,2,8031.0,1,Silver (Leales)
3589,1,4017.2000000000003,3,Gold (High Ticket)
3591,2,5669.25,1,Silver (Leales)
3594,1,1864.12,0,Bronze (Casuales)
3595,1,1384.07,0,Bronze (Casuales)
3598,1,6910.45,3,Gold (High Ticket)
3600,1,1065.16,0,Bronze (Casuales)
3604,2,706.8,1,Silver (Leales)
3607,1,5836.04,3,Gold (High Ticket)
3608,2,10985.41,2,Platinum (VIP)
3610,1,987.72,0,Bronze (Casuales)
3611,2,3346.24,1,Silver (Leales)
3615,2,5401.209999999999,1,Silver (Leales)
3616,2,9200.44,2,Platinum (VIP)
3621,2,3826.88,1,Silver (Leales)
3623,1,6690.56,3,Gold (High Ticket)
3626,1,4982.34,3,Gold (High Ticket)
3627,2,6388.57,1,Silver (Leales)
3633,1,4364.13,3,Gold (High Ticket)
3634,1,2382.06,0,Bronze (Casuales)
3636,3,589.82,1,Silver (Leales)
3637,1,5731.12,3,Gold (High Ticket)
3639,1,2844.6,0,Bronze (Casuales)
3641,1,1743.45,0,Bronze (Casuales)
3646,1,2476.48,0,Bronze (Casuales)
3647,1,1389.12,0,Bronze (Casuales)
3650,1,4824.64,3,Gold (High Ticket)
3653,1,611.48,0,Bronze (Casuales)
3654,1,537.84,0,Bronze (Casuales)
3655,1,157.53,0,Bronze (Casuales)
3658,1,2321.16,0,Bronze (Casuales)
3661,1,1364.97,0,Bronze (Casuales)
3662,3,4641.92,1,Silver (Leales)
3664,2,5685.32,1,Silver (Leales)
3669,1,3969.56,0,Bronze (Casuales)
3675,1,1627.85,0,Bronze (Casuales)
3676,1,956.81,0,Bronze (Casuales)
3677,1,1235.82,0,Bronze (Casuales)
3679,1,1940.83,0,Bronze (Casuales)
3683,1,8534.8,3,Gold (High Ticket)
3684,1,287.04,0,Bronze (Casuales)
3688,1,3562.4,0,Bronze (Casuales)
3689,1,5313.51,3,Gold (High Ticket)
3692,1,2654.16,0,Bronze (Casuales)
3693,1,721.81,0,Bronze (Casuales)
3695,2,6994.320000000001,1,Silver (Leales)
3697,2,2448.63,1,Silver (Leales)
3701,1,2158.92,0,Bronze (Casuales)
3703,1,6853.44,3,Gold (High Ticket)
3704,1,792.4,0,Bronze (Casuales)
3705,1,5185.75,3,Gold (High Ticket)
3709,1,6509.0,3,Gold (High Ticket)
3711,1,6326.36,3,Gold (High Ticket)
3712,1,6125.64,3,Gold (High Ticket)
3713,1,1234.31,0,Bronze (Casuales)
3717,1,2058.84,0,Bronze (Casuales)
3718,1,226.79999999999998,0,Bronze (Casuales)
3719,1,3917.76,0,Bronze (Casuales)
3724,1,155.4,0,Bronze (Casuales)
3725,4,16446.72,2,Platinum (VIP)
3730,1,530.75,0,Bronze (Casuales)
3732,1,9317.7,3,Gold (High Ticket)
3733,2,2994.13,1,Silver (Leales)
3734,2,10604.150000000001,2,Platinum (VIP)
3735,1,5478.56,3,Gold (High Ticket)
3736,1,1320.89,0,Bronze (Casuales)
3738,1,1269.64,0,Bronze (Casuales)
3739,1,7485.0,3,Gold (High Ticket)
3740,1,1513.66,0,Bronze (Casuales)
3741,1,3381.0299999999997,0,Bronze (Casuales)
3742,2,9281.37,2,Platinum (VIP)
3745,1,679.66,0,Bronze (Casuales)
3747,1,4630.14,3,Gold (High Ticket)
3749,1,6762.05,3,Gold (High Ticket)
3750,1,1230.44,0,Bronze (Casuales)
3752,1,1000.45,0,Bronze (Casuales)
3754,1,7971.6,3,Gold (High Ticket)
3755,1,427.72,0,Bronze (Casuales)
3756,1,4068.3900000000003,3,Gold (High Ticket)
3758,1,1729.72,0,Bronze (Casuales)
3762,3,8886.84,2,Platinum (VIP)
3768,1,6849.15,3,Gold (High Ticket)
3773,1,126.83,0,Bronze (Casuales)
3776,1,4466.650000000001,3,Gold (High Ticket)
3777,1,4479.9,3,Gold (High Ticket)
3778,1,1958.82,0,Bronze (Casuales)
3780,1,2959.44,0,Bronze (Casuales)
3785,2,2515.08,1,Silver (Leales)
3787,1,896.07,0,Bronze (Casuales)
3793,2,3716.31,1,Silver (Leales)
3794,1,2057.94,0,Bronze (Casuales)
3795,1,438.02,0,Bronze (Casuales)
3798,1,3872.2799999999997,0,Bronze (Casuales)
3803,1,5154.9,3,Gold (High Ticket)
3804,1,5338.92,3,Gold (High Ticket)
3807,1,1836.57,0,Bronze (Casuales)
3815,1,6018.85,3,Gold (High Ticket)
3821,1,264.4,0,Bronze (Casuales)
3826,1,3308.66,0,Bronze (Casuales)
3827,1,2407.36,0,Bronze (Casuales)
3828,1,690.3,0,Bronze (Casuales)
3830,1,5649.78,3,Gold (High Ticket)
3831,1,938.76,0,Bronze (Casuales)
3832,1,886.12,0,Bronze (Casuales)
3837,2,5448.039999999999,1,Silver (Leales)
3838,1,173.7,0,Bronze (Casuales)
3842,1,3742.16,0,Bronze (Casuales)
3845,1,1215.39,0,Bronze (Casuales)
3846,2,6662.16,1,Silver (Leales)
3847,2,9570.48,2,Platinum (VIP)
3848,2,7598.55,1,Silver (Leales)
3851,1,4669.68,3,Gold (High Ticket)
3852,1,2099.44,0,Bronze (Casuales)
3854,2,4546.2,1,Silver (Leales)
3858,2,6275.179999999999,1,Silver (Leales)
3859,1,137.2,0,Bronze (Casuales)
